id,age_months,age_years_full,age_years,a_c_order,tb_fb,consis,index,other,belief,condition,sex,experimenter,counterbalancing_order,asp_CoL_order,tb_fb_order,included,incomplete_data,reason_exlusion,Remarks,changed_wrong_live_coding,CQ_object,CQ_location,TQ,CQ_object2,res_t,CQ_location_res,trial
53,89,7,7.456284153005464,FAM,NA,NA,1,,FAM,CoL,w,Isa,19,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,1
53,89,7,7.456284153005464,FAM,NA,NA,2,,FAM,CoL,w,Isa,19,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,2
54,71,5,5.983561643835617,FAM,NA,NA,1,,FAM,CoL,w,Isa,60,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
54,71,5,5.983561643835617,FAM,NA,NA,2,,FAM,CoL,w,Isa,60,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,q,2
54,71,5,5.983561643835617,FAM,NA,NA,3,,FAM,CoL,w,Isa,60,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,3
55,69,5,5.770491803278689,FAM,NA,NA,1,,FAM,CoL,m,Isa,20,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
55,69,5,5.770491803278689,FAM,NA,NA,2,,FAM,CoL,m,Isa,20,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,2
56,48,4,4.0109289617486334,FAM,NA,NA,1,,FAM,CoL,m,Isa,62,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,1
56,48,4,4.0109289617486334,FAM,NA,NA,2,,FAM,CoL,m,Isa,62,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,0,1,NA,wind,q,2
56,48,4,4.0109289617486334,FAM,NA,NA,3,,FAM,CoL,m,Isa,62,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,3
56,48,4,4.0109289617486334,FAM,NA,NA,4,,FAM,CoL,m,Isa,62,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,4
57,59,4,4.964383561643835,FAM,NA,NA,1,,FAM,CoL,m,Isa,21,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,q,1
57,59,4,4.964383561643835,FAM,NA,NA,2,,FAM,CoL,m,Isa,21,asp_first,fb_first,main,no,NA,NA,NA,FALSE,1,1,TRUE,wind,ü,2
57,59,4,4.964383561643835,FAM,NA,NA,3,,FAM,CoL,m,Isa,21,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,3
57,59,4,4.964383561643835,FAM,NA,NA,4,,FAM,CoL,m,Isa,21,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,4
58,73,6,6.136612021857924,FAM,NA,NA,1,NA,FAM,CoL,w,Isa,35,CoL_first,tb_first,dropout,yes,error in familiarization + language issues,NA,NA,FALSE,1,1,TRUE,wind,ü,1
58,73,6,6.136612021857924,FAM,NA,NA,2,NA,FAM,CoL,w,Isa,35,CoL_first,tb_first,dropout,yes,error in familiarization + language issues,NA,NA,TRUE,1,1,NA,self,q,2
58,73,6,6.136612021857924,FAM,NA,NA,4,NA,FAM,CoL,w,Isa,35,CoL_first,tb_first,dropout,yes,error in familiarization + language issues,NA,NA,FALSE,0,1,TRUE,wind,q,3
59,85,7,7.158469945355192,FAM,NA,NA,1,,FAM,CoL,w,Isa,23,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,1
59,85,7,7.158469945355192,FAM,NA,NA,2,,FAM,CoL,w,Isa,23,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,2
60,81,6,6.827868852459017,FAM,NA,NA,1,"bei Trial 6 Überzeugung ausversehen ""q"" gedrückt statt ""ü""",FAM,CoL,m,Eva,35,CoL_first,tb_first,main,no,NA,"bei Tesstrial 2 Überzeugungsfrage ""q"" statt ""ü"" gedrückt",done,TRUE,1,1,NA,wind,ü,1
60,81,6,6.827868852459017,FAM,NA,NA,2,"bei Trial 6 Überzeugung ausversehen ""q"" gedrückt statt ""ü""",FAM,CoL,m,Eva,35,CoL_first,tb_first,main,no,NA,"bei Tesstrial 2 Überzeugungsfrage ""q"" statt ""ü"" gedrückt",done,TRUE,1,1,NA,self,q,2
61,71,5,5.9316939890710385,FAM,NA,NA,1,"bei Testtrial 2 Überzeugungsfrage ""ü"" statt ""q"" gedrückt",FAM,CoL,m,Eva,36,CoL_first,tb_first,dropout,no,error in familiarization,"bei Tesstrial 2 Überzeugungsfrage ""ü"" statt ""q"" gedrückt",done,TRUE,1,1,NA,wind,q,1
61,71,5,5.9316939890710385,FAM,NA,NA,2,"bei Testtrial 2 Überzeugungsfrage ""ü"" statt ""q"" gedrückt",FAM,CoL,m,Eva,36,CoL_first,tb_first,dropout,no,error in familiarization,"bei Tesstrial 2 Überzeugungsfrage ""ü"" statt ""q"" gedrückt",done,TRUE,1,0,NA,wind,q,2
61,71,5,5.9316939890710385,FAM,NA,NA,3,"bei Testtrial 2 Überzeugungsfrage ""ü"" statt ""q"" gedrückt",FAM,CoL,m,Eva,36,CoL_first,tb_first,dropout,no,error in familiarization,"bei Tesstrial 2 Überzeugungsfrage ""ü"" statt ""q"" gedrückt",done,TRUE,1,0,NA,wind,ü,3
62,50,4,4.199453551912568,FAM,NA,NA,1,/,FAM,CoL,m,Eva,36,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
62,50,4,4.199453551912568,FAM,NA,NA,2,/,FAM,CoL,m,Eva,36,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,2
63,51,4,4.275956284153006,FAM,NA,NA,1,/,FAM,CoL,w,Eva,24,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,1
63,51,4,4.275956284153006,FAM,NA,NA,2,/,FAM,CoL,w,Eva,24,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,2
64,54,4,4.527322404371585,FAM,NA,NA,1,"im letzten Testtrial hat er seine Antwort auf die Testfrage nochmal von alleine zu ""selbst"" geändert, nachdem ich schon auf ""w"" für Wind gedrückt hatte",FAM,CoL,m,Eva,37,CoL_first,tb_first,main,no,NA,"Fehler in 3. Fam trial bei Frage, was der Pirat sich holen wollte (""weiß ich nicht""); im letzten Testtrial hat er seine Antwort nochmal von alleine zu ""selbst"" geändert, nachdem ich schon auf ""w"" für Wind gedrückt hatte -> check video again Fam trials were all correct (TQ & CQ_location) (Isa, 16.5.24)",done,TRUE,1,0,NA,wind,q,1
64,54,4,4.527322404371585,FAM,NA,NA,2,"im letzten Testtrial hat er seine Antwort auf die Testfrage nochmal von alleine zu ""selbst"" geändert, nachdem ich schon auf ""w"" für Wind gedrückt hatte",FAM,CoL,m,Eva,37,CoL_first,tb_first,main,no,NA,"Fehler in 3. Fam trial bei Frage, was der Pirat sich holen wollte (""weiß ich nicht""); im letzten Testtrial hat er seine Antwort nochmal von alleine zu ""selbst"" geändert, nachdem ich schon auf ""w"" für Wind gedrückt hatte -> check video again Fam trials were all correct (TQ & CQ_location) (Isa, 16.5.24)",done,TRUE,1,0,NA,self,ü,2
64,54,4,4.527322404371585,FAM,NA,NA,3,"im letzten Testtrial hat er seine Antwort auf die Testfrage nochmal von alleine zu ""selbst"" geändert, nachdem ich schon auf ""w"" für Wind gedrückt hatte",FAM,CoL,m,Eva,37,CoL_first,tb_first,main,no,NA,"Fehler in 3. Fam trial bei Frage, was der Pirat sich holen wollte (""weiß ich nicht""); im letzten Testtrial hat er seine Antwort nochmal von alleine zu ""selbst"" geändert, nachdem ich schon auf ""w"" für Wind gedrückt hatte -> check video again Fam trials were all correct (TQ & CQ_location) (Isa, 16.5.24)",done,FALSE,1,1,FALSE,wind,ü,3
64,54,4,4.527322404371585,FAM,NA,NA,4,"im letzten Testtrial hat er seine Antwort auf die Testfrage nochmal von alleine zu ""selbst"" geändert, nachdem ich schon auf ""w"" für Wind gedrückt hatte",FAM,CoL,m,Eva,37,CoL_first,tb_first,main,no,NA,"Fehler in 3. Fam trial bei Frage, was der Pirat sich holen wollte (""weiß ich nicht""); im letzten Testtrial hat er seine Antwort nochmal von alleine zu ""selbst"" geändert, nachdem ich schon auf ""w"" für Wind gedrückt hatte -> check video again Fam trials were all correct (TQ & CQ_location) (Isa, 16.5.24)",done,TRUE,1,1,NA,self,q,4
65,92,7,7.73224043715847,FAM,NA,NA,1,/,FAM,CoL,m,Eva,38,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,1
65,92,7,7.73224043715847,FAM,NA,NA,2,/,FAM,CoL,m,Eva,38,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,2
66,68,5,5.724043715846994,FAM,NA,NA,1,/,FAM,CoL,m,Eva,39,CoL_first,tb_first,main,no,NA,NA,NA,FALSE,1,1,FALSE,self,ü,1
66,68,5,5.724043715846994,FAM,NA,NA,2,/,FAM,CoL,m,Eva,39,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,2
66,68,5,5.724043715846994,FAM,NA,NA,4,/,FAM,CoL,m,Eva,39,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,3
67,75,6,6.254098360655738,FAM,NA,NA,1,/,FAM,CoL,m,Eva,29,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,q,1
67,75,6,6.254098360655738,FAM,NA,NA,2,/,FAM,CoL,m,Eva,29,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,2
67,75,6,6.254098360655738,FAM,NA,NA,4,/,FAM,CoL,m,Eva,29,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,3
68,60,5,5.073770491803279,FAM,NA,NA,1,/,FAM,CoL,w,Eva,30,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,1
68,60,5,5.073770491803279,FAM,NA,NA,2,/,FAM,CoL,w,Eva,30,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,2
68,60,5,5.073770491803279,FAM,NA,NA,4,/,FAM,CoL,w,Eva,30,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,3
69,58,4,4.841530054644808,FAM,NA,NA,1,/,FAM,CoL,w,Eva,37,CoL_first,tb_first,dropout,no,error in familiarization,NA,NA,TRUE,1,0,NA,wind,q,1
69,58,4,4.841530054644808,FAM,NA,NA,2,/,FAM,CoL,w,Eva,37,CoL_first,tb_first,dropout,no,error in familiarization,NA,NA,TRUE,1,0,NA,self,ü,2
69,58,4,4.841530054644808,FAM,NA,NA,3,/,FAM,CoL,w,Eva,37,CoL_first,tb_first,dropout,no,error in familiarization,NA,NA,TRUE,1,0,NA,self,ü,3
69,58,4,4.841530054644808,FAM,NA,NA,4,/,FAM,CoL,w,Eva,37,CoL_first,tb_first,dropout,no,error in familiarization,NA,NA,TRUE,1,1,NA,self,q,4
70,60,5,5.073770491803279,FAM,NA,NA,1,/,FAM,CoL,m,Eva,37,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,q,1
70,60,5,5.073770491803279,FAM,NA,NA,2,/,FAM,CoL,m,Eva,37,CoL_first,tb_first,main,no,NA,NA,NA,FALSE,1,1,TRUE,wind,ü,2
70,60,5,5.073770491803279,FAM,NA,NA,3,/,FAM,CoL,m,Eva,37,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,3
70,60,5,5.073770491803279,FAM,NA,NA,4,/,FAM,CoL,m,Eva,37,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,4
71,95,7,7.9289617486338795,FAM,NA,NA,1,"im 4. Testtrial hat er seine Antwort auf die Frage, zu welcher Insel der Pirat wollte, nochmal von selbst zu links (also ""q"") geändert, nachdem ich schon rechts (also ""ü"") gedrückt hatte",FAM,CoL,m,Eva,31,asp_first,fb_first,main,no,NA,"im 4. Testtrial hat er seine Antwort auf die Frage, zu welcher Insel der Pirat wollte, nochmal von selbst zu links (also ""q"") geändert, nachdem ich schon rechts (also ""ü"") gedrückt hatte",done,TRUE,1,0,NA,wind,ü,1
71,95,7,7.9289617486338795,FAM,NA,NA,2,"im 4. Testtrial hat er seine Antwort auf die Frage, zu welcher Insel der Pirat wollte, nochmal von selbst zu links (also ""q"") geändert, nachdem ich schon rechts (also ""ü"") gedrückt hatte",FAM,CoL,m,Eva,31,asp_first,fb_first,main,no,NA,"im 4. Testtrial hat er seine Antwort auf die Frage, zu welcher Insel der Pirat wollte, nochmal von selbst zu links (also ""q"") geändert, nachdem ich schon rechts (also ""ü"") gedrückt hatte",done,TRUE,1,1,NA,wind,q,2
71,95,7,7.9289617486338795,FAM,NA,NA,4,"im 4. Testtrial hat er seine Antwort auf die Frage, zu welcher Insel der Pirat wollte, nochmal von selbst zu links (also ""q"") geändert, nachdem ich schon rechts (also ""ü"") gedrückt hatte",FAM,CoL,m,Eva,31,asp_first,fb_first,main,no,NA,"im 4. Testtrial hat er seine Antwort auf die Frage, zu welcher Insel der Pirat wollte, nochmal von selbst zu links (also ""q"") geändert, nachdem ich schon rechts (also ""ü"") gedrückt hatte",done,TRUE,1,1,NA,self,ü,3
72,57,4,4.759562841530054,FAM,NA,NA,1,/,FAM,CoL,w,Eva,40,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,q,1
72,57,4,4.759562841530054,FAM,NA,NA,2,/,FAM,CoL,w,Eva,40,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,2
72,57,4,4.759562841530054,FAM,NA,NA,4,/,FAM,CoL,w,Eva,40,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,3
73,91,7,7.614754098360656,FAM,NA,NA,1,/,FAM,CoL,m,Eva,45,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,1
73,91,7,7.614754098360656,FAM,NA,NA,2,/,FAM,CoL,m,Eva,45,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,2
74,76,6,6.409836065573771,FAM,NA,NA,1,/,FAM,CoL,m,Eva,46,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,1
74,76,6,6.409836065573771,FAM,NA,NA,2,/,FAM,CoL,m,Eva,46,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,2
74,76,6,6.409836065573771,FAM,NA,NA,4,/,FAM,CoL,m,Eva,46,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,3
75,61,5,5.1256830601092895,FAM,NA,NA,1,,FAM,CoL,w,Isa,47,CoL_first,tb_first,main,no,NA,"hat immer mit Wind geantwortet in den Testtrials und gesagt ""weil da waren ja immer die Wolken vor, deswegen immer vom Wind""",NA,TRUE,1,1,NA,self,ü,1
75,61,5,5.1256830601092895,FAM,NA,NA,2,,FAM,CoL,w,Isa,47,CoL_first,tb_first,main,no,NA,"hat immer mit Wind geantwortet in den Testtrials und gesagt ""weil da waren ja immer die Wolken vor, deswegen immer vom Wind""",NA,TRUE,1,0,NA,self,q,2
75,61,5,5.1256830601092895,FAM,NA,NA,3,,FAM,CoL,w,Isa,47,CoL_first,tb_first,main,no,NA,"hat immer mit Wind geantwortet in den Testtrials und gesagt ""weil da waren ja immer die Wolken vor, deswegen immer vom Wind""",NA,TRUE,1,1,NA,wind,q,3
76,49,4,4.1530054644808745,FAM,NA,NA,1,/,FAM,CoL,w,Eva,63,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,1
76,49,4,4.1530054644808745,FAM,NA,NA,2,/,FAM,CoL,w,Eva,63,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,2
77,49,4,4.098360655737705,FAM,NA,NA,1,"bei Testtrial 7 Kontrollfrage Objekt ausversehen ""k"" statt ""f"" gedrückt (sie hat eigentlich falsch geantwortet)",FAM,CoL,w,Eva,1,asp_first,tb_first,main,no,NA,"bei Testtrial 7 Kontrollfrage Objekt ausversehen ""k"" statt ""f"" gedrückt",done,TRUE,1,1,NA,wind,q,1
77,49,4,4.098360655737705,FAM,NA,NA,2,"bei Testtrial 7 Kontrollfrage Objekt ausversehen ""k"" statt ""f"" gedrückt (sie hat eigentlich falsch geantwortet)",FAM,CoL,w,Eva,1,asp_first,tb_first,main,no,NA,"bei Testtrial 7 Kontrollfrage Objekt ausversehen ""k"" statt ""f"" gedrückt",done,TRUE,1,0,NA,wind,ü,2
77,49,4,4.098360655737705,FAM,NA,NA,3,"bei Testtrial 7 Kontrollfrage Objekt ausversehen ""k"" statt ""f"" gedrückt (sie hat eigentlich falsch geantwortet)",FAM,CoL,w,Eva,1,asp_first,tb_first,main,no,NA,"bei Testtrial 7 Kontrollfrage Objekt ausversehen ""k"" statt ""f"" gedrückt",done,TRUE,1,1,NA,self,ü,3
78,91,7,7.617486338797814,FAM,NA,NA,1,/,FAM,CoL,m,Eva,33,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
78,91,7,7.617486338797814,FAM,NA,NA,2,/,FAM,CoL,m,Eva,33,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,2
79,73,6,6.1502732240437155,FAM,NA,NA,1,/,FAM,CoL,w,Eva,2,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,1
79,73,6,6.1502732240437155,FAM,NA,NA,2,/,FAM,CoL,w,Eva,2,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,2
79,73,6,6.1502732240437155,FAM,NA,NA,3,/,FAM,CoL,w,Eva,2,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,3
80,69,5,5.827868852459017,FAM,NA,NA,1,/,FAM,CoL,m,Eva,17,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
80,69,5,5.827868852459017,FAM,NA,NA,2,/,FAM,CoL,m,Eva,17,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,2
81,89,7,7.478142076502732,FAM,NA,NA,1,/,FAM,CoL,w,Eva,3,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,1
81,89,7,7.478142076502732,FAM,NA,NA,2,/,FAM,CoL,w,Eva,3,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,2
82,78,6,6.560109289617486,FAM,NA,NA,1,/,FAM,CoL,w,Eva,48,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,q,1
82,78,6,6.560109289617486,FAM,NA,NA,2,/,FAM,CoL,w,Eva,48,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,2
82,78,6,6.560109289617486,FAM,NA,NA,4,/,FAM,CoL,w,Eva,48,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,3
83,81,6,6.7923497267759565,FAM,NA,NA,1,/,FAM,CoL,w,Eva,18,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,1
83,81,6,6.7923497267759565,FAM,NA,NA,2,/,FAM,CoL,w,Eva,18,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,2
84,82,6,6.898907103825136,FAM,NA,NA,1,/,FAM,CoL,m,Eva,49,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
84,82,6,6.898907103825136,FAM,NA,NA,2,/,FAM,CoL,m,Eva,49,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,2
85,53,4,4.48087431693989,FAM,NA,NA,1,/,FAM,CoL,m,Eva,4,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
85,53,4,4.48087431693989,FAM,NA,NA,2,/,FAM,CoL,m,Eva,4,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,2
86,62,5,5.240437158469946,FAM,NA,NA,1,/,FAM,CoL,m,Eva,5,asp_first,tb_first,main,no,NA,NA,NA,FALSE,1,0,FALSE,NA,q,1
86,62,5,5.240437158469946,FAM,NA,NA,2,/,FAM,CoL,m,Eva,5,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,2
86,62,5,5.240437158469946,FAM,NA,NA,4,/,FAM,CoL,m,Eva,5,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,3
87,54,4,4.5136612021857925,FAM,NA,NA,1,/,FAM,CoL,w,Eva,50,CoL_first,fb_first,main,no,NA,NA,NA,FALSE,0,1,FALSE,wind,NA,1
87,54,4,4.5136612021857925,FAM,NA,NA,2,/,FAM,CoL,w,Eva,50,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,2
87,54,4,4.5136612021857925,FAM,NA,NA,4,/,FAM,CoL,w,Eva,50,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,3
88,82,6,6.83879781420765,FAM,NA,NA,1,/,FAM,CoL,w,Eva,6,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,1
88,82,6,6.83879781420765,FAM,NA,NA,2,/,FAM,CoL,w,Eva,6,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,2
88,82,6,6.83879781420765,FAM,NA,NA,4,/,FAM,CoL,w,Eva,6,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,3
89,76,6,6.412568306010929,FAM,NA,NA,1,"Testtrial 8: bei KF Überzeugung ausversehen ""ü"" statt ""q"" gedrückt (seine Antwort war eigentlich links)",FAM,CoL,m,Eva,51,CoL_first,fb_first,main,no,NA,"bei Testtrial 8 Kontrollfrage Überzeugung ""ü"" statt ""q"" gedrückt",done,FALSE,1,1,TRUE,wind,ü,1
89,76,6,6.412568306010929,FAM,NA,NA,2,"Testtrial 8: bei KF Überzeugung ausversehen ""ü"" statt ""q"" gedrückt (seine Antwort war eigentlich links)",FAM,CoL,m,Eva,51,CoL_first,fb_first,main,no,NA,"bei Testtrial 8 Kontrollfrage Überzeugung ""ü"" statt ""q"" gedrückt",done,TRUE,1,0,NA,wind,q,2
89,76,6,6.412568306010929,FAM,NA,NA,3,"Testtrial 8: bei KF Überzeugung ausversehen ""ü"" statt ""q"" gedrückt (seine Antwort war eigentlich links)",FAM,CoL,m,Eva,51,CoL_first,fb_first,main,no,NA,"bei Testtrial 8 Kontrollfrage Überzeugung ""ü"" statt ""q"" gedrückt",done,TRUE,1,1,NA,self,q,3
89,76,6,6.412568306010929,FAM,NA,NA,4,"Testtrial 8: bei KF Überzeugung ausversehen ""ü"" statt ""q"" gedrückt (seine Antwort war eigentlich links)",FAM,CoL,m,Eva,51,CoL_first,fb_first,main,no,NA,"bei Testtrial 8 Kontrollfrage Überzeugung ""ü"" statt ""q"" gedrückt",done,TRUE,1,1,NA,wind,ü,4
90,94,7,7.841530054644808,FAM,NA,NA,1,/,FAM,CoL,m,Eva,52,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
90,94,7,7.841530054644808,FAM,NA,NA,2,/,FAM,CoL,m,Eva,52,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,2
91,66,5,5.565573770491803,FAM,NA,NA,1,/,FAM,CoL,m,Eva,53,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,1
91,66,5,5.565573770491803,FAM,NA,NA,2,/,FAM,CoL,m,Eva,53,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,2
92,80,6,6.666666666666667,FAM,NA,NA,1,/,FAM,CoL,w,Eva,7,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,1
92,80,6,6.666666666666667,FAM,NA,NA,2,/,FAM,CoL,w,Eva,7,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,2
93,89,7,7.459016393442623,FAM,NA,NA,1,/,FAM,CoL,w,Eva,8,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,q,1
93,89,7,7.459016393442623,FAM,NA,NA,2,/,FAM,CoL,w,Eva,8,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,2
93,89,7,7.459016393442623,FAM,NA,NA,4,/,FAM,CoL,w,Eva,8,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,3
94,89,7,7.459016393442623,FAM,NA,NA,1,/,FAM,CoL,w,Eva,9,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
94,89,7,7.459016393442623,FAM,NA,NA,2,/,FAM,CoL,w,Eva,9,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,2
95,89,7,7.461748633879782,FAM,NA,NA,1,/,FAM,CoL,w,Eva,54,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,1
95,89,7,7.461748633879782,FAM,NA,NA,2,/,FAM,CoL,w,Eva,54,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,2
96,51,4,4.3224043715847,FAM,NA,NA,1,NA,FAM,CoL,m,Eva,10,asp_first,tb_first,dropout,yes,study aborted,"nach 1. Testtrial abgebrochen, wollte nicht mehr weitergucken",NA,TRUE,0,1,NA,wind,q,1
96,51,4,4.3224043715847,FAM,NA,NA,2,NA,FAM,CoL,m,Eva,10,asp_first,tb_first,dropout,yes,study aborted,"nach 1. Testtrial abgebrochen, wollte nicht mehr weitergucken",NA,TRUE,1,0,NA,wind,ü,2
96,51,4,4.3224043715847,FAM,NA,NA,3,NA,FAM,CoL,m,Eva,10,asp_first,tb_first,dropout,yes,study aborted,"nach 1. Testtrial abgebrochen, wollte nicht mehr weitergucken",NA,TRUE,1,1,NA,self,q,3
96,51,4,4.3224043715847,FAM,NA,NA,4,NA,FAM,CoL,m,Eva,10,asp_first,tb_first,dropout,yes,study aborted,"nach 1. Testtrial abgebrochen, wollte nicht mehr weitergucken",NA,TRUE,1,1,NA,wind,q,4
97,71,5,5.942622950819672,FAM,NA,NA,1,technische Probleme bei Testtrial 6,FAM,CoL,m,Eva,11,asp_first,tb_first,main,no,NA,"Bildschirm ist bei Testtrial 6 kurz eingefroren, konnte danach nicht wieder in den Vollbildmodus zurück, aber trotzdem weitergemacht",NA,TRUE,1,1,NA,wind,ü,1
97,71,5,5.942622950819672,FAM,NA,NA,2,technische Probleme bei Testtrial 6,FAM,CoL,m,Eva,11,asp_first,tb_first,main,no,NA,"Bildschirm ist bei Testtrial 6 kurz eingefroren, konnte danach nicht wieder in den Vollbildmodus zurück, aber trotzdem weitergemacht",NA,TRUE,1,0,NA,wind,q,2
97,71,5,5.942622950819672,FAM,NA,NA,3,technische Probleme bei Testtrial 6,FAM,CoL,m,Eva,11,asp_first,tb_first,main,no,NA,"Bildschirm ist bei Testtrial 6 kurz eingefroren, konnte danach nicht wieder in den Vollbildmodus zurück, aber trotzdem weitergemacht",NA,TRUE,1,1,NA,self,q,3
98,71,5,5.942622950819672,FAM,NA,NA,1,/,FAM,CoL,m,Eva,12,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
